date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,milk and dairy,Milk,81,L,actual,Retail,RWF,200,0.29
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,pulses and nuts,Peas (dry),457,KG,actual,Retail,RWF,716.5,1.05
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,pulses and nuts,Soybeans,248,KG,actual,Retail,RWF,533.33,0.78
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,vegetables and fruits,Avocados,454,Unit,actual,Retail,RWF,354,0.52
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,vegetables and fruits,Carrots,166,KG,actual,Retail,RWF,216.5,0.32
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,RWF,300,0.44
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,vegetables and fruits,Chili (red),91,KG,actual,Retail,RWF,1250,1.84
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,vegetables and fruits,Garlic,105,KG,actual,Retail,RWF,1750,2.57
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,vegetables and fruits,Onions (red),110,KG,actual,Retail,RWF,350,0.51
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,vegetables and fruits,Oranges (big size),241,KG,actual,Retail,RWF,750,1.1
2015-01-15,Northern Province,Rulindo,Rugarama,1102,-1.63,29.93,vegetables and fruits,Peppers (green),292,KG,actual,Retail,RWF,800,1.18
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,212.5,0.31
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,cereals and tubers,Maize,51,KG,actual,Retail,RWF,300,0.44
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,115,0.17
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,cereals and tubers,Rice,52,KG,actual,Retail,RWF,700,1.03
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,cereals and tubers,"Rice (imported, Indian)",251,KG,actual,Retail,RWF,800,1.18
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,455,0.67
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,cereals and tubers,Sorghum flour,253,KG,actual,Retail,RWF,462.5,0.68
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,cereals and tubers,Wheat flour,58,KG,actual,Retail,RWF,600,0.88
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,RWF,1800,2.65
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,pulses and nuts,Soybeans,248,KG,actual,Retail,RWF,366.67,0.54
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,125.5,0.18
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Carrots,166,KG,actual,Retail,RWF,279,0.41
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Garlic,105,KG,actual,Retail,RWF,3500,5.15
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Mangoes,411,KG,actual,Retail,RWF,275,0.4
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Onions (red),110,KG,actual,Retail,RWF,375,0.55
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Oranges (big size),241,KG,actual,Retail,RWF,600,0.88
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,925,1.36
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Peas (fresh),456,KG,actual,Retail,RWF,933.33,1.37
2015-01-15,Northern Province,Rulindo,Rusine,1562,-1.81,30.13,vegetables and fruits,Tomatoes,114,KG,actual,Retail,RWF,337.5,0.5
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,250,0.37
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,301.75,0.44
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,131.25,0.19
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Rice,52,KG,actual,Retail,RWF,709.25,1.04
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,"Rice (imported, Indian)",251,KG,actual,Retail,RWF,807.5,1.19
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,RWF,99.75,0.15
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,RWF,416.67,0.61
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,RWF,88.25,0.13
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,RWF,19000,27.94
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,"meat, fish and eggs",Livestock (Sheep),390,Unit,actual,Retail,RWF,14166.67,20.83
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,RWF,1491.75,2.19
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,RWF,2250,3.31
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,milk and dairy,Milk,81,L,actual,Retail,RWF,204.25,0.3
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,non-food,Charcoal,446,Sack,actual,Retail,RWF,4448.5,6.54
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,290.75,0.43
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,pulses and nuts,Soybeans,248,KG,actual,Retail,RWF,330.75,0.49
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,139.25,0.2
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Carrots,166,KG,actual,Retail,RWF,239.25,0.35
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Chili (red),91,KG,actual,Retail,RWF,700,1.03
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Garlic,105,KG,actual,Retail,RWF,2552.25,3.75
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Mangoes,411,KG,actual,Retail,RWF,375.67,0.55
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Onions (red),110,KG,actual,Retail,RWF,333.75,0.49
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Onions (white),111,KG,actual,Retail,RWF,650,0.96
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Papaya,408,KG,actual,Retail,RWF,177.67,0.26
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,597,0.88
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Peppers (green),292,KG,actual,Retail,RWF,400,0.59
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Spinach,404,KG,actual,Retail,RWF,145,0.21
2015-01-15,Southern Province,Gisagara,Kibirizi,1073,-2.65,29.78,vegetables and fruits,Zucchini,450,KG,actual,Retail,RWF,114.67,0.17
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,cereals and tubers,Maize,51,KG,actual,Retail,RWF,237.5,0.35
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,150,0.22
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,cereals and tubers,"Rice (imported, Tanzanian)",381,KG,actual,Retail,RWF,1000,1.47
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,RWF,130.38,0.19
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,cereals and tubers,Wheat,84,KG,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,cereals and tubers,Wheat flour,58,KG,actual,Retail,RWF,600,0.88
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,milk and dairy,Milk,81,L,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,non-food,Charcoal,446,Sack,actual,Retail,RWF,5000,7.35
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,RWF,995.88,1.46
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,pulses and nuts,Peas (dry),457,KG,actual,Retail,RWF,700,1.03
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,237.5,0.35
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Carrots,166,KG,actual,Retail,RWF,402,0.59
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,RWF,400,0.59
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Cauliflower,231,KG,actual,Retail,RWF,673.4,0.99
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Chili (red),91,KG,actual,Retail,RWF,1308.5,1.92
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,RWF,350.12,0.51
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Mangoes,411,KG,actual,Retail,RWF,833.38,1.23
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Oranges (big size),241,KG,actual,Retail,RWF,785.86,1.16
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Papaya,408,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Peas (fresh),456,KG,actual,Retail,RWF,875,1.29
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Peppers (green),292,KG,actual,Retail,RWF,462.75,0.68
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Spinach,404,KG,actual,Retail,RWF,220.88,0.32
2015-01-15,Southern Province,Huye,Butare,1050,-2.6,29.74,vegetables and fruits,Tomatoes,114,KG,actual,Retail,RWF,383.5,0.56
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,192.25,0.28
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,270.75,0.4
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,cereals and tubers,Maize,51,KG,actual,Retail,RWF,220,0.32
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,cereals and tubers,Rice,52,KG,actual,Retail,RWF,579.25,0.85
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,cereals and tubers,"Rice (imported, Indian)",251,KG,actual,Retail,RWF,750,1.1
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,273.75,0.4
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,cereals and tubers,Sorghum flour,253,KG,actual,Retail,RWF,305,0.45
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,RWF,21750,31.99
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,"meat, fish and eggs",Livestock (Sheep),390,Unit,actual,Retail,RWF,14179,20.85
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,"meat, fish and eggs",Livestock (pig),422,Unit,actual,Retail,RWF,63333.25,93.14
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,RWF,1683.5,2.48
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,RWF,3341.75,4.91
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,milk and dairy,Milk,81,L,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,248.5,0.37
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,pulses and nuts,Soybeans,248,KG,actual,Retail,RWF,400,0.59
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Avocados,454,Unit,actual,Retail,RWF,126,0.19
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,185.25,0.27
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,70,0.1
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Carrots,166,KG,actual,Retail,RWF,200,0.29
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,RWF,146,0.21
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Eggplants,434,KG,actual,Retail,RWF,168.25,0.25
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Onions (red),110,KG,actual,Retail,RWF,308.25,0.45
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Papaya,408,KG,actual,Retail,RWF,305.67,0.45
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,700,1.03
2015-01-15,Southern Province,Huye,Karambi,1484,-2.51,29.61,vegetables and fruits,Zucchini,450,KG,actual,Retail,RWF,174.75,0.26
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,RWF,93.33,0.14
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,"meat, fish and eggs",Livestock (hen),453,Unit,actual,Retail,RWF,3499.75,5.15
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,RWF,2900,4.26
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,RWF,1566.75,2.3
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,milk and dairy,Milk,81,L,actual,Retail,RWF,400,0.59
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,221.75,0.33
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Avocados,454,Unit,actual,Retail,RWF,112,0.16
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,196.5,0.29
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,71.5,0.11
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Carrots,166,KG,actual,Retail,RWF,212.5,0.31
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Mangoes,411,KG,actual,Retail,RWF,355.33,0.52
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Onions (red),110,KG,actual,Retail,RWF,329.25,0.48
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,816.75,1.2
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Tomatoes,114,KG,actual,Retail,RWF,237.75,0.35
2015-01-15,Southern Province,Huye,Kizi,1485,-2.53,29.65,vegetables and fruits,Zucchini,450,KG,actual,Retail,RWF,408.25,0.6
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,385,0.57
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,450,0.66
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,cereals and tubers,Rice,52,KG,actual,Retail,RWF,650,0.96
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,cereals and tubers,"Rice (imported, Tanzanian)",381,KG,actual,Retail,RWF,1000,1.47
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,cereals and tubers,Sorghum flour,253,KG,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,RWF,150,0.22
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,cereals and tubers,Wheat,84,KG,actual,Retail,RWF,430,0.63
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,cereals and tubers,Wheat flour,58,KG,actual,Retail,RWF,600,0.88
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,"meat, fish and eggs",Livestock (hen),453,Unit,actual,Retail,RWF,4635,6.82
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,non-food,Charcoal,446,Sack,actual,Retail,RWF,6750,9.93
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,325,0.48
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,RWF,1100,1.62
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,pulses and nuts,Peas (dry),457,KG,actual,Retail,RWF,1450,2.13
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,pulses and nuts,Soybeans,248,KG,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Apples (red),229,KG,actual,Retail,RWF,2000,2.94
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Avocados,454,Unit,actual,Retail,RWF,185,0.27
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,200,0.29
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,RWF,470,0.69
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,RWF,400,0.59
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Eggplants,434,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Mangoes,411,KG,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Onions (red),110,KG,actual,Retail,RWF,433,0.64
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Oranges (big size),241,KG,actual,Retail,RWF,550,0.81
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Papaya,408,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,1200,1.76
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Peas (fresh),456,KG,actual,Retail,RWF,900,1.32
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Spinach,404,KG,actual,Retail,RWF,250,0.37
2015-01-15,Southern Province,Huye,Muhanga,1406,-2.43,29.68,vegetables and fruits,Zucchini,450,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,200,0.29
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,cereals and tubers,Maize,51,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,450,0.66
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,cereals and tubers,Rice,52,KG,actual,Retail,RWF,600,0.88
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,cereals and tubers,"Rice (imported, Indian)",251,KG,actual,Retail,RWF,700,1.03
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,"meat, fish and eggs",Livestock (hen),453,Unit,actual,Retail,RWF,3733,5.49
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,"meat, fish and eggs",Livestock (pig),422,Unit,actual,Retail,RWF,24000,35.29
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,RWF,1000,1.47
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,pulses and nuts,Peas (dry),457,KG,actual,Retail,RWF,1400,2.06
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,pulses and nuts,Soybeans,248,KG,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,vegetables and fruits,Avocados,454,Unit,actual,Retail,RWF,123,0.18
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,vegetables and fruits,Bananas,254,KG,actual,Retail,RWF,150,0.22
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,vegetables and fruits,Cabbage,181,KG,actual,Retail,RWF,150,0.22
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,vegetables and fruits,Carrots,166,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,vegetables and fruits,Onions (red),110,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,vegetables and fruits,Papaya,408,KG,actual,Retail,RWF,150,0.22
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,vegetables and fruits,Peppers (green),292,KG,actual,Retail,RWF,600,0.88
2015-01-15,Southern Province,Kamonyi,Gashyushya,1059,-2.04,29.84,vegetables and fruits,Tomatoes,114,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,475,0.7
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,250,0.37
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,400,0.59
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,150,0.22
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,cereals and tubers,Rice,52,KG,actual,Retail,RWF,600,0.88
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,cereals and tubers,"Rice (imported, Indian)",251,KG,actual,Retail,RWF,700,1.03
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,RWF,92.5,0.14
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,"meat, fish and eggs",Livestock (Sheep),390,Unit,actual,Retail,RWF,13001.5,19.12
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,"meat, fish and eggs",Livestock (hen),453,Unit,actual,Retail,RWF,3866.5,5.69
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,milk and dairy,Milk,81,L,actual,Retail,RWF,400,0.59
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,RWF,1100,1.62
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,pulses and nuts,Soybeans,248,KG,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,vegetables and fruits,Avocados,454,Unit,actual,Retail,RWF,130,0.19
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,vegetables and fruits,Carrots,166,KG,actual,Retail,RWF,300,0.44
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,800,1.18
2015-01-15,Southern Province,Kamonyi,Kayenzi,1072,-1.9,29.85,vegetables and fruits,Peppers (green),292,KG,actual,Retail,RWF,500,0.74
2015-01-15,Southern Province,Kamonyi,Mugina,1405,-2.1,29.95,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,150,0.22
